exp_ID	alpha_EZ	alpha_ZE	t5p	t5p_first
rational_micZ50.0	-0.03	-0.05	[937.91393373]	937.91393373
rational_micZ50.1	-0.03	-0.03333333333333334	[1197.98422213]	1197.98422213
rational_micZ50.2	-0.03	-0.01666666666666667	[1235.16975812]	1235.16975812
rational_micZ50.3	-0.03	0.0	[1256.57607695]	1256.57607695
rational_micZ50.4	-0.03	0.0033333333333333335	[1259.87160324]	1259.87160324
rational_micZ50.5	-0.03	0.006666666666666667	[1262.96652779]	1262.96652779
rational_micZ50.6	-0.03	0.01	[1265.9238855]	1265.9238855
rational_micZ50.7	-0.019999999999999997	-0.05	[925.73012832]	925.73012832
rational_micZ50.8	-0.019999999999999997	-0.03333333333333334	[960.15727968]	960.15727968
rational_micZ50.9	-0.019999999999999997	-0.01666666666666667	[1006.49099419 1050.50117764 1165.32371059]	1006.49099419
rational_micZ50.10	-0.019999999999999997	0.0	[1187.69295666]	1187.69295666
rational_micZ50.11	-0.019999999999999997	0.0033333333333333335	[1191.01839538]	1191.01839538
rational_micZ50.12	-0.019999999999999997	0.006666666666666667	[1194.0863082]	1194.0863082
rational_micZ50.13	-0.019999999999999997	0.01	[1196.92793571]	1196.92793571
rational_micZ50.14	-0.009999999999999998	-0.05	[921.47080581]	921.47080581
rational_micZ50.15	-0.009999999999999998	-0.03333333333333334	[932.72717219]	932.72717219
rational_micZ50.16	-0.009999999999999998	-0.01666666666666667	[943.16146678]	943.16146678
rational_micZ50.17	-0.009999999999999998	0.0	[952.58611003]	952.58611003
rational_micZ50.18	-0.009999999999999998	0.0033333333333333335	[954.33920113]	954.33920113
rational_micZ50.19	-0.009999999999999998	0.006666666666666667	[956.04781745]	956.04781745
rational_micZ50.20	-0.009999999999999998	0.01	[957.71228806]	957.71228806
rational_micZ50.21	0.0	-0.05	[919.29455394]	919.29455394
rational_micZ50.22	0.0	-0.03333333333333334	[919.29455393]	919.29455393
rational_micZ50.23	0.0	-0.01666666666666667	[919.29455393]	919.29455393
rational_micZ50.24	0.0	0.0	[919.29455393]	919.29455393
rational_micZ50.25	0.0	0.0033333333333333335	[919.29455393]	919.29455393
rational_micZ50.26	0.0	0.006666666666666667	[919.29455393]	919.29455393
rational_micZ50.27	0.0	0.01	[919.29455393]	919.29455393
rational_micZ50.28	0.006666666666666667	-0.05	[918.35155081]	918.35155081
rational_micZ50.29	0.006666666666666667	-0.03333333333333334	[913.43093448]	913.43093448
rational_micZ50.30	0.006666666666666667	-0.01666666666666667	[908.86317]	908.86317
rational_micZ50.31	0.006666666666666667	0.0	[904.84410362]	904.84410362
rational_micZ50.32	0.006666666666666667	0.0033333333333333335	[904.11916945]	904.11916945
rational_micZ50.33	0.006666666666666667	0.006666666666666667	[903.42143271]	903.42143271
rational_micZ50.34	0.006666666666666667	0.01	[902.75058137]	902.75058137
rational_micZ50.35	0.013333333333333334	-0.05	[917.64006137]	917.64006137
rational_micZ50.36	0.013333333333333334	-0.03333333333333334	[908.96173112]	908.96173112
rational_micZ50.37	0.013333333333333334	-0.01666666666666667	[900.79466371]	900.79466371
rational_micZ50.38	0.013333333333333334	0.0	[893.29112011]	893.29112011
rational_micZ50.39	0.013333333333333334	0.0033333333333333335	[891.86959532]	891.86959532
rational_micZ50.40	0.013333333333333334	0.006666666666666667	[890.48010525]	890.48010525
rational_micZ50.41	0.013333333333333334	0.01	[889.1234459]	889.1234459
rational_micZ50.42	0.02	-0.05	[917.0841099]	917.0841099
rational_micZ50.43	0.02	-0.03333333333333334	[905.43297209]	905.43297209
rational_micZ50.44	0.02	-0.01666666666666667	[894.16068117]	894.16068117
rational_micZ50.45	0.02	0.0	[882.96573927]	882.96573927
rational_micZ50.46	0.02	0.0033333333333333335	[880.78396928]	880.78396928
rational_micZ50.47	0.02	0.006666666666666667	[878.63047966]	878.63047966
rational_micZ50.48	0.02	0.01	[876.50602535]	876.50602535
