exp_ID	alpha_EZ	alpha_ZE
rational_micZ20.0	-0.03	-0.05
rational_micZ20.1	-0.03	-0.03333333333333334
rational_micZ20.2	-0.03	-0.01666666666666667
rational_micZ20.3	-0.03	0.0
rational_micZ20.4	-0.03	0.0033333333333333335
rational_micZ20.5	-0.03	0.006666666666666667
rational_micZ20.6	-0.03	0.01
rational_micZ20.7	-0.019999999999999997	-0.05
rational_micZ20.8	-0.019999999999999997	-0.03333333333333334
rational_micZ20.9	-0.019999999999999997	-0.01666666666666667
rational_micZ20.10	-0.019999999999999997	0.0
rational_micZ20.11	-0.019999999999999997	0.0033333333333333335
rational_micZ20.12	-0.019999999999999997	0.006666666666666667
rational_micZ20.13	-0.019999999999999997	0.01
rational_micZ20.14	-0.009999999999999998	-0.05
rational_micZ20.15	-0.009999999999999998	-0.03333333333333334
rational_micZ20.16	-0.009999999999999998	-0.01666666666666667
rational_micZ20.17	-0.009999999999999998	0.0
rational_micZ20.18	-0.009999999999999998	0.0033333333333333335
rational_micZ20.19	-0.009999999999999998	0.006666666666666667
rational_micZ20.20	-0.009999999999999998	0.01
rational_micZ20.21	0.0	-0.05
rational_micZ20.22	0.0	-0.03333333333333334
rational_micZ20.23	0.0	-0.01666666666666667
rational_micZ20.24	0.0	0.0
rational_micZ20.25	0.0	0.0033333333333333335
rational_micZ20.26	0.0	0.006666666666666667
rational_micZ20.27	0.0	0.01
rational_micZ20.28	0.006666666666666667	-0.05
rational_micZ20.29	0.006666666666666667	-0.03333333333333334
rational_micZ20.30	0.006666666666666667	-0.01666666666666667
rational_micZ20.31	0.006666666666666667	0.0
rational_micZ20.32	0.006666666666666667	0.0033333333333333335
rational_micZ20.33	0.006666666666666667	0.006666666666666667
rational_micZ20.34	0.006666666666666667	0.01
rational_micZ20.35	0.013333333333333334	-0.05
rational_micZ20.36	0.013333333333333334	-0.03333333333333334
rational_micZ20.37	0.013333333333333334	-0.01666666666666667
rational_micZ20.38	0.013333333333333334	0.0
rational_micZ20.39	0.013333333333333334	0.0033333333333333335
rational_micZ20.40	0.013333333333333334	0.006666666666666667
rational_micZ20.41	0.013333333333333334	0.01
rational_micZ20.42	0.02	-0.05
rational_micZ20.43	0.02	-0.03333333333333334
rational_micZ20.44	0.02	-0.01666666666666667
rational_micZ20.45	0.02	0.0
rational_micZ20.46	0.02	0.0033333333333333335
rational_micZ20.47	0.02	0.006666666666666667
rational_micZ20.48	0.02	0.01
