episode	explore_rate	e_return	t5p_first	tTiny_first	total_drug_in
0	1.0	9.953064678121528	2648.0870805829372	N/A	1206.0
1	1.0	15.323076795119013	1946.8808358277684	3458.246451229346	1503.0
2	1.0	9.46250367916112	4575.697908412193	N/A	1188.0
3	1.0	0.0	N/A	N/A	0.0
4	1.0	5.3949678474969085	N/A	N/A	900.0
5	1.0	10.076343243566788	4866.071151809392	N/A	1224.0
6	1.0	11.23632994665103	1524.7412522660836	N/A	1323.0
7	1.0	0.0	N/A	N/A	0.0
8	1.0	15.192647463939892	1867.7552148576674	2793.083252410889	1557.0
9	1.0	16.06064508779632	1187.88872863658	2038.424074536497	1215.0
10	1.0	8.384576839140413	1275.268673097232	N/A	1071.0
11	1.0	10.962306333083085	5147.854289300762	7013.542656612931	1377.0
12	1.0	10.058543504400186	1185.203842942792	N/A	1287.0
13	1.0	0.0	N/A	N/A	0.0
14	1.0	0.0	N/A	N/A	0.0
15	1.0	10.60016730295084	937.595678763475	N/A	1305.0
16	1.0	13.96773758229743	2358.9307928234048	4046.954426378819	1548.0
17	1.0	0.0	N/A	N/A	0.0
18	1.0	0.0	N/A	N/A	0.0
19	1.0	10.022027477659883	1942.8343250150197	N/A	1251.0
20	1.0	13.022729837466523	1302.2123684297428	6674.887741562899	1395.0
21	1.0	13.20135141834288	862.6681585927429	1982.6952240964679	1233.0
22	1.0	11.903817882151944	829.2672317846639	N/A	1332.0
23	1.0	11.363485865214919	829.2672317846639	N/A	1287.0
24	1.0	7.820976590980372	1258.2139134480035	N/A	1062.0
25	1.0	0.0	N/A	N/A	0.0
26	1.0	10.764965270823282	3053.807781022071	N/A	1242.0
27	1.0	0.0	N/A	N/A	0.0
28	1.0	10.148275041729214	5597.541431799493	N/A	1224.0
29	1.0	8.453285306747802	2796.913891552498	N/A	1098.0
30	1.0	11.97644768967623	1187.88872863658	N/A	1350.0
31	1.0	15.76896220188464	601.4228305297689	3433.649224566292	1503.0
32	1.0	9.257638465823884	5593.4824773421715	N/A	1197.0
33	1.0	8.816227182294332	5672.750192682353	N/A	1098.0
34	1.0	0.0	N/A	N/A	0.0
35	1.0	0.0	N/A	N/A	0.0
36	1.0	11.958814232557195	2304.308847894359	N/A	1305.0
37	1.0	9.765015740586575	3044.0890492299377	N/A	1224.0
38	1.0	10.8874774849839	1356.071492235831	N/A	1350.0
39	1.0	9.102585366330402	4157.7384468152195	N/A	1098.0
40	1.0	11.592027527135917	3803.2961404326006	5542.634336405632	1260.0
41	1.0	7.736026432801616	6285.109931036726	N/A	1044.0
42	1.0	10.926028135467195	1638.5122803891918	N/A	1314.0
43	1.0	0.0	N/A	N/A	0.0
44	1.0	8.114191787260784	2416.1163707014525	N/A	1134.0
45	1.0	8.016869241177966	1302.2123684297428	N/A	1089.0
46	1.0	6.5551596496243	N/A	N/A	990.0
47	1.0	13.213764123124394	3122.0454593906234	7095.306520354056	1512.0
48	1.0	5.6088585058404785	N/A	N/A	918.0
49	1.0	14.086645715221234	1198.0312459036363	N/A	1413.0
50	1.0	9.99304746554697	2638.016761035499	N/A	1224.0
51	1.0	13.467068007528894	829.2672317846639	1623.6583304710427	1476.0
52	1.0	9.400074902752683	4427.901670841566	N/A	1242.0
53	1.0	11.407224022850047	2036.4997113815778	N/A	1341.0
54	1.0	11.592291710363734	1646.058692238676	N/A	1269.0
55	1.0	13.709503835484462	2030.449880252943	6213.750368224769	1602.0
56	1.0	6.704949617790909	1270.348090107988	N/A	999.0
57	1.0	0.0	N/A	N/A	0.0
58	1.0	9.042824756274644	1357.7530082271558	N/A	1179.0
59	1.0	14.008962558942592	2304.6968890063818	3075.2036032840538	1404.0
60	1.0	8.014495716964248	1258.2139134480035	N/A	1152.0
61	1.0	11.372511518573138	1937.984374298299	N/A	1278.0
62	1.0	12.885647721817595	1595.177811814517	7077.03106502848	1512.0
63	1.0	12.476071500390924	1640.1963678719915	N/A	1422.0
64	1.0	7.2466389153201884	1665.304454366335	N/A	1017.0
65	1.0	0.0	N/A	N/A	0.0
66	1.0	13.652022846369404	789.5330228812834	1616.966555771126	1458.0
67	1.0	0.0	N/A	N/A	0.0
68	1.0	10.938289061283074	3112.179485540339	N/A	1233.0
69	1.0	10.712411510098377	1190.5989450600691	N/A	1278.0
70	1.0	0.0	N/A	N/A	0.0
71	1.0	0.0	N/A	N/A	0.0
72	1.0	14.40227733617953	2018.67974375009	3820.837416651734	1449.0
73	1.0	10.785504222785809	968.8600733851644	N/A	1287.0
74	1.0	0.0	N/A	N/A	0.0
75	1.0	8.645507518249499	4795.864207693159	N/A	1134.0
76	1.0	8.279714158381172	1714.979586245041	N/A	1089.0
77	1.0	0.0	N/A	N/A	0.0
78	1.0	13.082494031219962	2008.524333100006	N/A	1413.0
79	1.0	10.214411312842547	2355.159904878322	N/A	1287.0
80	1.0	10.08058069527994	3736.8508820518014	N/A	1242.0
81	1.0	10.14821035513203	2436.391955800623	N/A	1350.0
82	1.0	13.819077231903492	1207.4748173935589	6465.543830458958	1395.0
83	1.0	0.0	N/A	N/A	0.0
84	1.0	13.394735234660542	2091.5283115766206	N/A	1395.0
85	1.0	14.746214023306484	1298.9286038226205	4849.597766314005	1467.0
86	1.0	7.869543651447506	5957.394905174959	N/A	1089.0
87	1.0	9.96300667028386	2386.3065446968976	N/A	1197.0
88	1.0	0.0	N/A	N/A	0.0
89	1.0	12.8687952965707	1633.466829718629	6289.444918194953	1503.0
90	1.0	0.0	N/A	N/A	0.0
91	1.0	0.0	N/A	N/A	0.0
92	1.0	0.0	N/A	N/A	0.0
93	1.0	7.182275637218968	4229.190470023244	N/A	1062.0
94	1.0	0.0	N/A	N/A	0.0
95	1.0	9.201554608384283	4894.785044633616	5878.103495189976	1161.0
96	1.0	0.0	N/A	N/A	0.0
97	1.0	0.0	N/A	N/A	0.0
98	1.0	8.878157831957942	789.5330228812834	N/A	1116.0
99	1.0	7.758263213428087	3474.9817986763865	N/A	1053.0
100	1.0	0.0	N/A	N/A	0.0
101	1.0	0.0	N/A	N/A	0.0
102	1.0	10.083975288106748	3409.430604709322	N/A	1251.0
103	1.0	9.959397218210876	3109.592665509498	N/A	1224.0
104	1.0	13.627518073277107	829.2672317846639	6669.1132216729875	1512.0
105	1.0	0.0	N/A	N/A	0.0
106	1.0	6.574075303956922	1679.6344932682136	N/A	1008.0
107	1.0	11.11686886370553	3410.277265067426	N/A	1332.0
108	1.0	12.772846005129233	1182.3107777027299	N/A	1377.0
109	1.0	0.0	N/A	N/A	0.0
110	1.0	8.938869773306427	5599.471183479175	6386.066151157305	1242.0
111	1.0	10.509544202132215	937.595678763475	N/A	1278.0
112	1.0	13.293413174168412	789.5330228812834	N/A	1476.0
113	1.0	10.208838602818158	1321.964563335449	N/A	1143.0
114	1.0	0.0	N/A	N/A	0.0
115	1.0	7.00825942610223	1621.3810285903244	N/A	1089.0
116	1.0	15.124766866479803	789.5330228812834	5193.713930740708	1485.0
117	1.0	11.965376028828924	802.8690058180979	6067.596937419443	1341.0
118	1.0	0.0	N/A	N/A	0.0
119	1.0	10.6703192531848	3738.9795583951186	N/A	1314.0
120	1.0	9.182916230242657	2045.8549909927713	N/A	1161.0
121	1.0	13.708418617333873	2334.929779232827	N/A	1440.0
122	1.0	6.445717921313852	4623.21389109269	N/A	999.0
123	1.0	10.47304887821316	4453.4112375421655	N/A	1287.0
124	1.0	9.152375349297646	3348.9175967504148	N/A	1170.0
125	1.0	14.259013014082296	937.595678763475	N/A	1422.0
126	1.0	5.724773099853698	N/A	N/A	918.0
127	1.0	15.091770175892533	1982.8740628433284	3442.786304983553	1575.0
128	1.0	10.955458398393098	2690.055265181825	N/A	1314.0
129	1.0	8.985770970603156	1638.5122803891918	N/A	1134.0
130	1.0	8.300461581256979	886.7847554983975	1659.7089372818298	1071.0
131	1.0	8.862124587531124	4150.3949948200425	N/A	1152.0
132	1.0	8.881397980971832	601.4228305297689	N/A	1134.0
133	1.0	7.154669185771279	3484.270810706543	N/A	1089.0
134	1.0	0.0	N/A	N/A	0.0
135	1.0	0.0	N/A	N/A	0.0
136	1.0	10.935334968883367	2726.5191131196766	N/A	1260.0
137	1.0	11.56436770357611	1692.898168652698	N/A	1278.0
138	1.0	8.082708095392327	3432.2477197862586	N/A	1044.0
139	1.0	0.0	N/A	N/A	0.0
140	1.0	6.640391902014482	N/A	N/A	1035.0
141	1.0	10.154366396038704	4926.6871234559585	6898.296957397826	1323.0
142	1.0	9.539933176999613	4103.8629929460085	N/A	1242.0
143	1.0	8.814912264866662	2434.863279625276	N/A	1080.0
144	1.0	0.0	N/A	N/A	0.0
145	1.0	11.672565935115118	1600.3059050705085	N/A	1368.0
146	1.0	7.191272030046076	5933.385163173234	N/A	1107.0
147	1.0	0.0	N/A	N/A	0.0
148	1.0	14.198096791556646	1918.3966594199287	N/A	1449.0
149	1.0	0.0	N/A	N/A	0.0
150	1.0	11.653493088283565	1316.2625039380343	6342.323545846715	1296.0
151	1.0	14.78153065323642	924.1702345924971	3833.095301059439	1512.0
152	1.0	10.533306141023928	3020.198974768606	N/A	1242.0
153	1.0	12.931386649975439	1599.173049266986	N/A	1422.0
154	1.0	10.324999110747404	886.4394653395475	N/A	1242.0
155	1.0	0.0	N/A	N/A	0.0
156	1.0	14.10010956790403	893.8017245739885	N/A	1431.0
157	1.0	7.745637014061449	4899.4521053105545	N/A	1089.0
158	1.0	8.116392051581514	4197.917587557438	N/A	1062.0
159	1.0	12.5398967661018	2021.5763240970257	2989.8115466063277	1287.0
160	1.0	6.432160927470891	N/A	N/A	1044.0
161	1.0	0.0	N/A	N/A	0.0
162	1.0	8.438288383348766	6421.963566663819	N/A	1251.0
163	1.0	11.866659480737724	3779.143137034257	5520.316796507048	1449.0
164	1.0	11.345171442333413	1994.8985010643055	3406.287263174056	1269.0
165	1.0	8.286509924618743	850.0955819190303	N/A	1134.0
166	1.0	7.655558812149393	5487.555839767921	6265.838631827608	1125.0
167	1.0	12.965371406485405	1928.1765804535091	2723.6526679542035	1377.0
168	1.0	8.29053225830022	5480.087919511452	N/A	1044.0
169	1.0	0.0	N/A	N/A	0.0
170	1.0	14.701891209788574	1673.1637785067182	4574.8311290436495	1458.0
171	1.0	16.546781901766412	1298.4332339751138	2382.560201751424	1323.0
172	1.0	7.1432325836557276	4829.28581458156	N/A	1062.0
173	1.0	11.910797735044413	3810.450251052031	5582.033632825915	1440.0
174	1.0	8.267813299972653	5179.119014262157	N/A	1170.0
175	1.0	7.282676639743538	1999.1021782367166	N/A	1071.0
176	1.0	0.0	N/A	N/A	0.0
177	1.0	11.074699419274285	5874.727623945202	N/A	1314.0
178	1.0	0.0	N/A	N/A	0.0
179	1.0	5.5062691250592275	893.8017245739885	N/A	918.0
180	1.0	11.499120086513596	829.2672317846639	N/A	1305.0
181	1.0	6.860521347504216	6296.581778621701	N/A	1044.0
182	1.0	0.0	N/A	N/A	0.0
183	1.0	12.105453818152032	1338.2024572046898	N/A	1314.0
184	1.0	14.332523656478438	1637.5192681023261	3297.224077898093	1458.0
185	1.0	6.745334925168587	6341.540047280474	N/A	990.0
186	1.0	12.880804077872334	916.433453164581	N/A	1431.0
187	1.0	11.777997031255492	937.595678763475	1738.0087655081645	1368.0
188	1.0	9.860419515805136	893.8017245739885	3537.2172452770574	1107.0
189	1.0	0.0	N/A	N/A	0.0
190	1.0	0.0	N/A	N/A	0.0
191	1.0	0.0	N/A	N/A	0.0
192	1.0	10.225335976651294	1946.0044544892733	N/A	1161.0
193	1.0	9.546441391407988	2273.0471107706667	3052.3589792847956	1206.0
194	1.0	12.368836338264332	1163.4167294364092	N/A	1368.0
195	1.0	8.710549667934279	1163.4167294364092	N/A	1116.0
196	1.0	9.193434200877196	916.433453164581	N/A	1206.0
197	1.0	9.769856945103026	2074.7725680523426	N/A	1233.0
198	1.0	9.191706993662773	1996.1971637563615	N/A	1206.0
199	1.0	12.414404661549352	1261.7653743406925	N/A	1359.0
200	1.0	7.23851554380083	3404.1326357877992	N/A	1026.0
201	1.0	14.23907431020958	862.6681585927429	N/A	1530.0
202	1.0	8.956005437484446	1353.2121470836407	N/A	1152.0
203	1.0	8.25650494682359	5595.971261323585	N/A	1035.0
204	1.0	7.945012414229998	1350.5624765780874	N/A	1017.0
205	1.0	8.239954204176861	1964.4926583267015	N/A	1116.0
206	1.0	7.205369267016402	1298.4332339751138	N/A	1107.0
207	1.0	4.147290669068007	N/A	N/A	819.0
208	1.0	8.923494029596291	1685.8887196305518	N/A	1188.0
209	1.0	8.693782821209892	N/A	N/A	1161.0
210	1.0	12.947385305362719	2307.7362029498704	3354.5303609677394	1332.0
211	1.0	12.5219496567	851.0718608239586	N/A	1350.0
212	1.0	10.346785720453145	2711.931327917805	N/A	1260.0
213	1.0	7.903379897104288	5511.782874810478	N/A	1098.0
214	1.0	8.16986701067465	1275.268673097232	N/A	1134.0
215	1.0	8.757154023744313	3465.7201066935177	N/A	1125.0
216	1.0	11.487747230037437	2577.9107304428526	N/A	1269.0
217	1.0	0.0	N/A	N/A	0.0
218	1.0	13.664640873426915	4143.739324622744	6042.09694135154	1413.0
219	1.0	9.700355825019935	4407.335232027649	N/A	1251.0
220	1.0	6.746177931511169	6288.61092626656	N/A	1107.0
221	1.0	0.0	N/A	N/A	0.0
222	1.0	12.612651669625476	2003.13847864202	N/A	1341.0
223	1.0	7.7367778126256805	N/A	N/A	1125.0
224	1.0	8.327579103456314	1384.431216942313	N/A	1071.0
225	1.0	10.6927996146912	2614.415346279325	N/A	1278.0
226	1.0	7.813805269523983	968.8600733851644	N/A	1053.0
227	1.0	6.14024714633985	N/A	N/A	999.0
228	1.0	10.8578933374922	1252.2492270528583	6640.676198072262	1395.0
229	1.0	6.634266188884036	5705.7444493595785	N/A	1035.0
230	1.0	0.0	N/A	N/A	0.0
231	1.0	9.805959428163876	1974.7991871633044	3231.2834249654684	1197.0
232	1.0	12.742245229897947	1882.4082794185472	N/A	1323.0
233	1.0	8.537097831758707	4546.47855913813	5951.1543750472	1044.0
234	1.0	8.007507404529854	4512.64510863267	N/A	1071.0
235	1.0	5.878533409846137	N/A	N/A	1026.0
236	1.0	7.903667514286957	2803.4810859155373	N/A	1080.0
237	1.0	0.0	N/A	N/A	0.0
