episode	explore_rate	e_return	t5p_first	tTiny_first	total_drug_in
0	1.0	10.433685709815308	3802.1359292685893	N/A	1287.0
1	1.0	8.389479559645135	4862.303086028675	N/A	1143.0
2	1.0	0.0	N/A	N/A	0.0
3	1.0	7.762730147636557	N/A	N/A	1098.0
4	1.0	8.569402037437133	6212.642258969217	N/A	1170.0
5	1.0	11.681061012871433	604.2944530966595	N/A	1386.0
6	1.0	10.194041159687975	2304.716361456875	N/A	1233.0
7	1.0	11.184275445976768	3450.5445692555772	N/A	1332.0
8	1.0	11.675797246763059	4182.268213929153	N/A	1341.0
9	1.0	10.8671274093842	3013.493059672394	N/A	1359.0
10	1.0	9.227576321409535	972.8746348746583	N/A	1152.0
11	1.0	6.745069826191606	5217.039392659252	N/A	1017.0
12	1.0	6.656415591342555	N/A	N/A	1062.0
13	1.0	5.912158331734093	5650.079029188953	N/A	972.0
14	1.0	12.140579018002722	1247.1627019182174	N/A	1368.0
15	1.0	8.704067156508323	5958.814908647541	N/A	1179.0
16	1.0	12.637319282578185	1370.4129097260163	N/A	1404.0
17	1.0	0.0	N/A	N/A	0.0
18	1.0	8.358222094632199	2055.264781343402	N/A	1134.0
19	1.0	10.846700987815355	1669.926675459642	4140.131807445384	1224.0
20	1.0	9.952030678627912	3808.8441902595555	6206.116668588355	1251.0
21	1.0	8.105230773078823	940.028628981267	N/A	1098.0
22	1.0	0.0	N/A	N/A	0.0
23	1.0	8.141256502192073	4127.341007721659	7039.247888039931	1152.0
24	1.0	7.1674353081339435	865.4238014444952	N/A	1125.0
25	1.0	0.0	N/A	N/A	0.0
26	1.0	0.0	N/A	N/A	0.0
27	1.0	12.385573351609926	971.8024446581123	N/A	1368.0
28	1.0	16.275229631686347	919.2945539361313	2342.551806897815	1638.0
29	1.0	0.0	N/A	N/A	0.0
30	1.0	5.561700451907097	3803.561827776899	N/A	918.0
31	1.0	15.041482054745732	2081.6643073620335	3013.8118044894036	1638.0
32	1.0	10.667266932214314	1175.953803611933	N/A	1296.0
33	1.0	12.302736991065041	4433.598770937239	N/A	1440.0
34	1.0	13.67429840305819	2442.7799075217317	N/A	1476.0
35	1.0	8.86570452269794	1667.7741606936709	N/A	1188.0
36	1.0	0.0	N/A	N/A	0.0
37	1.0	3.82054816997384	N/A	N/A	873.0
38	1.0	13.087724048077213	2003.9261340609712	4553.310202069108	1368.0
39	1.0	11.77520024165069	1997.0782735930504	N/A	1332.0
40	1.0	7.994997323967835	3787.9199999114603	N/A	1107.0
41	1.0	8.769728838417512	2367.3656880980143	N/A	1170.0
42	1.0	0.0	N/A	N/A	0.0
