exp_ID	alpha_EZ	alpha_ZE
rational_micZ50.0	-0.03	-0.05
rational_micZ50.1	-0.03	-0.03333333333333334
rational_micZ50.2	-0.03	-0.01666666666666667
rational_micZ50.3	-0.03	0.0
rational_micZ50.4	-0.03	0.0033333333333333335
rational_micZ50.5	-0.03	0.006666666666666667
rational_micZ50.6	-0.03	0.01
rational_micZ50.7	-0.019999999999999997	-0.05
rational_micZ50.8	-0.019999999999999997	-0.03333333333333334
rational_micZ50.9	-0.019999999999999997	-0.01666666666666667
rational_micZ50.10	-0.019999999999999997	0.0
rational_micZ50.11	-0.019999999999999997	0.0033333333333333335
rational_micZ50.12	-0.019999999999999997	0.006666666666666667
rational_micZ50.13	-0.019999999999999997	0.01
rational_micZ50.14	-0.009999999999999998	-0.05
rational_micZ50.15	-0.009999999999999998	-0.03333333333333334
rational_micZ50.16	-0.009999999999999998	-0.01666666666666667
rational_micZ50.17	-0.009999999999999998	0.0
rational_micZ50.18	-0.009999999999999998	0.0033333333333333335
rational_micZ50.19	-0.009999999999999998	0.006666666666666667
rational_micZ50.20	-0.009999999999999998	0.01
rational_micZ50.21	0.0	-0.05
rational_micZ50.22	0.0	-0.03333333333333334
rational_micZ50.23	0.0	-0.01666666666666667
rational_micZ50.24	0.0	0.0
rational_micZ50.25	0.0	0.0033333333333333335
rational_micZ50.26	0.0	0.006666666666666667
rational_micZ50.27	0.0	0.01
rational_micZ50.28	0.006666666666666667	-0.05
rational_micZ50.29	0.006666666666666667	-0.03333333333333334
rational_micZ50.30	0.006666666666666667	-0.01666666666666667
rational_micZ50.31	0.006666666666666667	0.0
rational_micZ50.32	0.006666666666666667	0.0033333333333333335
rational_micZ50.33	0.006666666666666667	0.006666666666666667
rational_micZ50.34	0.006666666666666667	0.01
rational_micZ50.35	0.013333333333333334	-0.05
rational_micZ50.36	0.013333333333333334	-0.03333333333333334
rational_micZ50.37	0.013333333333333334	-0.01666666666666667
rational_micZ50.38	0.013333333333333334	0.0
rational_micZ50.39	0.013333333333333334	0.0033333333333333335
rational_micZ50.40	0.013333333333333334	0.006666666666666667
rational_micZ50.41	0.013333333333333334	0.01
rational_micZ50.42	0.02	-0.05
rational_micZ50.43	0.02	-0.03333333333333334
rational_micZ50.44	0.02	-0.01666666666666667
rational_micZ50.45	0.02	0.0
rational_micZ50.46	0.02	0.0033333333333333335
rational_micZ50.47	0.02	0.006666666666666667
rational_micZ50.48	0.02	0.01
