exp_ID	alpha_EZ	alpha_ZE	e_return	t5p	t5p_first	tTiny	tTiny_first	total_drug_in
rational_micZ100.14	-0.009999999999999998	-0.05	14.027703908690727	[885.27216384]	885.27216384	[1951.14934527]	1951.14934527	720.0
rational_micZ100.15	-0.009999999999999998	-0.03333333333333334	14.251020808432667	[866.60575413]	866.60575413	[1916.49624833]	1916.49624833	630.0
rational_micZ100.16	-0.009999999999999998	-0.01666666666666667	14.269490113843126	[861.52265817]	861.52265817	[1897.38259249]	1897.38259249	630.0
rational_micZ100.17	-0.009999999999999998	0.0	14.279267002801287	[858.65949446]	858.65949446	[1879.96021329]	1879.96021329	630.0
rational_micZ100.18	-0.009999999999999998	0.0033333333333333335	14.280706135490494	[858.21714735]	858.21714735	[1876.44193465]	1876.44193465	630.0
rational_micZ100.19	-0.009999999999999998	0.006666666666666667	14.28202498101738	[857.80569086]	857.80569086	[1872.86842615]	1872.86842615	630.0
rational_micZ100.20	-0.009999999999999998	0.01	14.283238283213267	[857.42159398]	857.42159398	[1869.21619202]	1869.21619202	630.0
rational_micZ100.21	0.0	-0.05	13.80579842315646	[919.29455395]	919.29455395	[2319.49295473]	2319.49295473	810.0
rational_micZ100.22	0.0	-0.03333333333333334	13.805798423173176	[919.29455393]	919.29455393	[2319.49295474]	2319.49295474	810.0
rational_micZ100.23	0.0	-0.01666666666666667	13.805798423173844	[919.29455393]	919.29455393	[2319.49295471]	2319.49295471	810.0
rational_micZ100.24	0.0	0.0	13.805798423173377	[919.29455393]	919.29455393	[2319.49295472]	2319.49295472	810.0
rational_micZ100.25	0.0	0.0033333333333333335	13.805798423173432	[919.29455393]	919.29455393	[2319.49295471]	2319.49295471	810.0
rational_micZ100.26	0.0	0.006666666666666667	13.805798423173288	[919.29455393]	919.29455393	[2319.49295474]	2319.49295474	810.0
rational_micZ100.27	0.0	0.01	13.805798423174334	[919.29455393]	919.29455393	[2319.4929547]	2319.4929547	810.0
rational_micZ100.28	0.006666666666666667	-0.05	13.436428562008592	[942.78954348]	942.78954348	[2677.78823478]	2677.78823478	990.0
rational_micZ100.29	0.006666666666666667	-0.03333333333333334	13.398416135996907	[ 958.16979471 1088.91200198 1149.0593968 ]	958.16979471	[2694.47954267]	2694.47954267	990.0
rational_micZ100.30	0.006666666666666667	-0.01666666666666667	13.384518873537543	[ 962.84482637 1082.29146447 1157.08524025]	962.84482637	[2703.66527461]	2703.66527461	990.0
rational_micZ100.31	0.006666666666666667	0.0	13.376688895536986	[ 966.02790734 1078.50725844 1161.85741041]	966.02790734	[2712.59787753]	2712.59787753	990.0
rational_micZ100.32	0.006666666666666667	0.0033333333333333335	13.375506081897448	[ 966.57606504 1077.86141729 1162.63852632]	966.57606504	[2714.43067039]	2714.43067039	990.0
rational_micZ100.33	0.006666666666666667	0.006666666666666667	13.374415014302361	[ 967.10240885 1077.23714337 1163.37891869]	967.10240885	[2716.2865663]	2716.2865663	990.0
rational_micZ100.34	0.006666666666666667	0.01	13.373405113616501	[ 967.60907413 1076.63222406 1164.08320671]	967.60907413	[2718.16852065]	2718.16852065	990.0
rational_micZ100.35	0.013333333333333334	-0.05	13.064238137492922	[ 972.16364298 1064.00938188 1188.85885453]	972.16364298	[3093.04004913]	3093.04004913	1170.0
rational_micZ100.36	0.013333333333333334	-0.03333333333333334	12.988704577181633	[1215.48558804]	1215.48558804	[3137.39185539 3222.19706845 3357.89190922]	3137.39185539	1170.0
rational_micZ100.37	0.013333333333333334	-0.01666666666666667	12.9604538192296	[1222.18114]	1222.18114	[3382.20833744]	3382.20833744	1170.0
rational_micZ100.38	0.013333333333333334	0.0	12.944183730062072	[1226.85894647]	1226.85894647	[3402.85064511]	3402.85064511	1170.0
rational_micZ100.39	0.013333333333333334	0.0033333333333333335	12.941696258131586	[1227.67537077]	1227.67537077	[3406.80602588]	3406.80602588	1170.0
rational_micZ100.40	0.013333333333333334	0.006666666666666667	12.772714163988782	[1228.46271797]	1228.46271797	[3410.73152103]	3410.73152103	1260.0
rational_micZ100.41	0.013333333333333334	0.01	12.770572668819659	[1229.22404202]	1229.22404202	[3414.63603837]	3414.63603837	1260.0
rational_micZ100.42	0.02	-0.05	12.517657234610065	[1229.05227144]	1229.05227144	[3870.08983422 3915.55376585 4117.1180674 ]	3870.08983422	1440.0
rational_micZ100.43	0.02	-0.03333333333333334	12.405456160400757	[1255.44172849]	1255.44172849	[4153.28567448]	4153.28567448	1440.0
rational_micZ100.44	0.02	-0.01666666666666667	12.362689296019964	[1262.49972225]	1262.49972225	[4184.41014024 4317.68875387 4448.39901584]	4184.41014024	1440.0
rational_micZ100.45	0.02	0.0	12.337415595532534	[1267.96058385]	1267.96058385	[4483.25128706]	4483.25128706	1440.0
rational_micZ100.46	0.02	0.0033333333333333335	12.33348148563801	[1268.96982375]	1268.96982375	[4489.64249193]	4489.64249193	1440.0
rational_micZ100.47	0.02	0.006666666666666667	12.329812050439182	[1269.96026344]	1269.96026344	[4495.95631908]	4495.95631908	1440.0
rational_micZ100.48	0.02	0.01	12.326373431150262	[1270.9345452]	1270.9345452	[4502.25126972]	4502.25126972	1440.0
