exp_ID	alpha_EZ	alpha_ZE	e_return	t5p	t5p_first	tTiny	tTiny_first	total_drug_in
rational_micZ100.0	-0.03	-0.05	14.525741921970177	[750.49402876]	750.49402876	[1372.35562421]	1372.35562421	540.0
rational_micZ100.1	-0.03	-0.03333333333333334	14.827214946754399	[581.60585422]	581.60585422	[1232.74131218]	1232.74131218	450.0
rational_micZ100.2	-0.03	-0.01666666666666667	14.85402662957595	[570.26853745]	570.26853745	[1188.8260951]	1188.8260951	450.0
rational_micZ100.3	-0.03	0.0	14.865756870756872	[565.53482048]	565.53482048	[1155.63453889]	1155.63453889	450.0
rational_micZ100.4	-0.03	0.0033333333333333335	14.867356497175344	[564.89734211]	564.89734211	[1149.39179397]	1149.39179397	450.0
rational_micZ100.5	-0.03	0.006666666666666667	14.868795275262219	[564.32544169]	564.32544169	[1143.13489337]	1143.13489337	450.0
rational_micZ100.6	-0.03	0.01	14.870096367130111	[563.80943521]	563.80943521	[1136.78652278]	1136.78652278	450.0
rational_micZ100.7	-0.019999999999999997	-0.05	14.260442543875708	[839.73584586]	839.73584586	[1633.49096292]	1633.49096292	630.0
rational_micZ100.8	-0.019999999999999997	-0.03333333333333334	14.535024973785859	[789.66918815]	789.66918815	[1564.30854989]	1564.30854989	540.0
rational_micZ100.9	-0.019999999999999997	-0.01666666666666667	14.564921717579423	[772.6797656]	772.6797656	[1528.62751573]	1528.62751573	540.0
rational_micZ100.10	-0.019999999999999997	0.0	14.579659325568564	[761.6206734]	761.6206734	[1495.55662627]	1495.55662627	540.0
rational_micZ100.11	-0.019999999999999997	0.0033333333333333335	14.581766029774414	[759.72762649]	759.72762649	[1488.08487908]	1488.08487908	540.0
rational_micZ100.12	-0.019999999999999997	0.006666666666666667	14.58368267188908	[757.89819802]	757.89819802	[1479.69479964]	1479.69479964	540.0
rational_micZ100.13	-0.019999999999999997	0.01	14.585434169979369	[756.1179517]	756.1179517	[1469.33344065]	1469.33344065	540.0
