alpha_EZ	alpha_ZE	eqE	eqZ	eqEZ
-0.041614882381720945	0.024928624299460786	unstable	stable	unstable
-0.041614882381720945	0.026012477529872124	unstable	stable	unstable
-0.041614882381720945	0.027096330760283463	unstable	stable	unstable
-0.042447180029355366	-0.05419266152056678	stable	stable	unstable
-0.042447180029355366	-0.05527651475097812	stable	stable	unstable
-0.042447180029355366	-0.05636036798138946	stable	stable	unstable
-0.042447180029355366	-0.057444221211800796	stable	stable	unstable
-0.042447180029355366	-0.058528074442212134	stable	stable	unstable
-0.042447180029355366	-0.05961192767262347	stable	stable	unstable
-0.042447180029355366	-0.06069578090303481	stable	stable	unstable
-0.042447180029355366	-0.06177963413344615	stable	stable	unstable
-0.042447180029355366	-0.0628634873638575	stable	stable	unstable
-0.042447180029355366	-0.06394734059426882	stable	stable	unstable
-0.042447180029355366	-0.06503119382468017	stable	stable	unstable
-0.042447180029355366	-0.0661150470550915	stable	stable	unstable
-0.042447180029355366	-0.06719890028550285	stable	stable	unstable
-0.042447180029355366	-0.06828275351591417	stable	stable	unstable
-0.042447180029355366	-0.06936660674632553	stable	stable	unstable
-0.042447180029355366	-0.07045045997673685	stable	stable	unstable
-0.042447180029355366	-0.0715343132071482	stable	stable	unstable
-0.042447180029355366	-0.07261816643755953	stable	stable	unstable
-0.042447180029355366	-0.07370201966797088	stable	stable	unstable
-0.042447180029355366	-0.0747858728983822	stable	stable	unstable
-0.042447180029355366	-0.07586972612879356	stable	stable	unstable
-0.042447180029355366	-0.07695357935920488	stable	stable	unstable
-0.042447180029355366	-0.07803743258961623	stable	stable	unstable
-0.042447180029355366	-0.07912128582002756	stable	stable	unstable
-0.042447180029355366	-0.08020513905043891	stable	stable	unstable
-0.042447180029355366	-0.05310880829015544	stable	stable	unbounded
-0.042447180029355366	-0.0520249550597441	unstable	stable	unbounded
-0.042447180029355366	-0.05094110182933277	unstable	stable	unstable
-0.042447180029355366	-0.04985724859892143	unstable	stable	unstable
-0.042447180029355366	-0.0487733953685101	unstable	stable	unstable
-0.042447180029355366	-0.04768954213809876	unstable	stable	unstable
-0.042447180029355366	-0.04660568890768743	unstable	stable	unstable
-0.042447180029355366	-0.04552183567727609	unstable	stable	unstable
-0.042447180029355366	-0.044437982446864754	unstable	stable	unstable
-0.042447180029355366	-0.04335412921645342	unstable	stable	unstable
-0.042447180029355366	-0.04227027598604209	unstable	stable	unstable
-0.042447180029355366	-0.04118642275563075	unstable	stable	unstable
-0.042447180029355366	-0.040102569525219414	unstable	stable	unstable
-0.042447180029355366	-0.03901871629480808	unstable	stable	unstable
-0.042447180029355366	-0.037934863064396744	unstable	stable	unstable
-0.042447180029355366	-0.03685100983398541	unstable	stable	unstable
-0.042447180029355366	-0.035767156603574074	unstable	stable	unstable
-0.042447180029355366	-0.034683303373162735	unstable	stable	unstable
-0.042447180029355366	-0.033599450142751404	unstable	stable	unstable
-0.042447180029355366	-0.03251559691234007	unstable	stable	unstable
-0.042447180029355366	-0.031431743681928734	unstable	stable	unstable
-0.042447180029355366	-0.030347890451517395	unstable	stable	unstable
-0.042447180029355366	-0.02926403722110606	unstable	stable	unstable
-0.042447180029355366	-0.028180183990694725	unstable	stable	unstable
-0.042447180029355366	-0.02709633076028339	unstable	stable	unstable
-0.042447180029355366	-0.026012477529872055	unstable	stable	unstable
-0.042447180029355366	-0.02492862429946072	unstable	stable	unstable
-0.042447180029355366	-0.023844771069049385	unstable	stable	unstable
-0.042447180029355366	-0.022760917838638046	unstable	stable	unstable
-0.042447180029355366	-0.021677064608226715	unstable	stable	unstable
-0.042447180029355366	-0.020593211377815376	unstable	stable	unstable
-0.042447180029355366	-0.019509358147404045	unstable	stable	unstable
-0.042447180029355366	-0.018425504916992706	unstable	stable	unstable
-0.042447180029355366	-0.017341651686581368	unstable	stable	unstable
-0.042447180029355366	-0.016257798456170036	unstable	stable	unstable
-0.042447180029355366	-0.015173945225758698	unstable	stable	unstable
-0.042447180029355366	-0.014090091995347366	unstable	stable	unstable
-0.042447180029355366	-0.013006238764936028	unstable	stable	unstable
-0.042447180029355366	-0.011922385534524696	unstable	stable	unstable
-0.042447180029355366	-0.010838532304113357	unstable	stable	unstable
-0.042447180029355366	-0.009754679073702026	unstable	stable	unstable
-0.042447180029355366	-0.008670825843290687	unstable	stable	unstable
-0.042447180029355366	-0.007586972612879349	unstable	stable	unstable
-0.042447180029355366	-0.006503119382468017	unstable	stable	unstable
-0.042447180029355366	-0.005419266152056679	unstable	stable	unstable
-0.042447180029355366	-0.004335412921645347	unstable	stable	unstable
-0.042447180029355366	-0.0032515596912340086	unstable	stable	unstable
-0.042447180029355366	-0.002167706460822677	unstable	stable	unstable
-0.042447180029355366	-0.0010838532304113385	unstable	stable	unstable
-0.042447180029355366	0.0	unstable	stable	unstable
-0.042447180029355366	0.0010838532304113385	unstable	stable	unstable
-0.042447180029355366	0.002167706460822677	unstable	stable	unstable
-0.042447180029355366	0.0032515596912340156	unstable	stable	unstable
-0.042447180029355366	0.004335412921645354	unstable	stable	unstable
-0.042447180029355366	0.005419266152056693	unstable	stable	unstable
-0.042447180029355366	0.006503119382468031	unstable	stable	unstable
-0.042447180029355366	0.00758697261287937	unstable	stable	unstable
-0.042447180029355366	0.008670825843290708	unstable	stable	unstable
-0.042447180029355366	0.009754679073702047	unstable	stable	unstable
-0.042447180029355366	0.010838532304113385	unstable	stable	unstable
-0.042447180029355366	0.011922385534524724	unstable	stable	unstable
-0.042447180029355366	0.013006238764936062	unstable	stable	unstable
-0.042447180029355366	0.0140900919953474	unstable	stable	unstable
-0.042447180029355366	0.01517394522575874	unstable	stable	unstable
-0.042447180029355366	0.016257798456170078	unstable	stable	unstable
-0.042447180029355366	0.017341651686581416	unstable	stable	unstable
-0.042447180029355366	0.018425504916992755	unstable	stable	unstable
-0.042447180029355366	0.019509358147404093	unstable	stable	unstable
-0.042447180029355366	0.020593211377815432	unstable	stable	unstable
-0.042447180029355366	0.02167706460822677	unstable	stable	unstable
-0.042447180029355366	0.02276091783863811	unstable	stable	unstable
-0.042447180029355366	0.023844771069049447	unstable	stable	unstable
-0.042447180029355366	0.024928624299460786	unstable	stable	unstable
-0.042447180029355366	0.026012477529872124	unstable	stable	unstable
-0.042447180029355366	0.027096330760283463	unstable	stable	unstable
-0.04327947767698979	-0.05419266152056678	stable	stable	unstable
-0.04327947767698979	-0.05527651475097812	stable	stable	unstable
-0.04327947767698979	-0.05636036798138946	stable	stable	unstable
-0.04327947767698979	-0.057444221211800796	stable	stable	unstable
-0.04327947767698979	-0.058528074442212134	stable	stable	unstable
-0.04327947767698979	-0.05961192767262347	stable	stable	unstable
-0.04327947767698979	-0.06069578090303481	stable	stable	unstable
-0.04327947767698979	-0.06177963413344615	stable	stable	unstable
-0.04327947767698979	-0.0628634873638575	stable	stable	unstable
-0.04327947767698979	-0.06394734059426882	stable	stable	unstable
-0.04327947767698979	-0.06503119382468017	stable	stable	unstable
-0.04327947767698979	-0.0661150470550915	stable	stable	unstable
-0.04327947767698979	-0.06719890028550285	stable	stable	unstable
-0.04327947767698979	-0.06828275351591417	stable	stable	unstable
-0.04327947767698979	-0.06936660674632553	stable	stable	unstable
-0.04327947767698979	-0.07045045997673685	stable	stable	unstable
-0.04327947767698979	-0.0715343132071482	stable	stable	unstable
-0.04327947767698979	-0.07261816643755953	stable	stable	unstable
-0.04327947767698979	-0.07370201966797088	stable	stable	unstable
-0.04327947767698979	-0.0747858728983822	stable	stable	unstable
-0.04327947767698979	-0.07586972612879356	stable	stable	unstable
-0.04327947767698979	-0.07695357935920488	stable	stable	unstable
-0.04327947767698979	-0.07803743258961623	stable	stable	unstable
-0.04327947767698979	-0.07912128582002756	stable	stable	unstable
-0.04327947767698979	-0.08020513905043891	stable	stable	unstable
-0.04327947767698979	-0.05310880829015544	stable	stable	unbounded
-0.04327947767698979	-0.0520249550597441	unstable	stable	unbounded
-0.04327947767698979	-0.05094110182933277	unstable	stable	unbounded
-0.04327947767698979	-0.04985724859892143	unstable	stable	unstable
-0.04327947767698979	-0.0487733953685101	unstable	stable	unstable
-0.04327947767698979	-0.04768954213809876	unstable	stable	unstable
-0.04327947767698979	-0.04660568890768743	unstable	stable	unstable
-0.04327947767698979	-0.04552183567727609	unstable	stable	unstable
-0.04327947767698979	-0.044437982446864754	unstable	stable	unstable
-0.04327947767698979	-0.04335412921645342	unstable	stable	unstable
-0.04327947767698979	-0.04227027598604209	unstable	stable	unstable
-0.04327947767698979	-0.04118642275563075	unstable	stable	unstable
-0.04327947767698979	-0.040102569525219414	unstable	stable	unstable
-0.04327947767698979	-0.03901871629480808	unstable	stable	unstable
-0.04327947767698979	-0.037934863064396744	unstable	stable	unstable
-0.04327947767698979	-0.03685100983398541	unstable	stable	unstable
-0.04327947767698979	-0.035767156603574074	unstable	stable	unstable
-0.04327947767698979	-0.034683303373162735	unstable	stable	unstable
-0.04327947767698979	-0.033599450142751404	unstable	stable	unstable
-0.04327947767698979	-0.03251559691234007	unstable	stable	unstable
-0.04327947767698979	-0.031431743681928734	unstable	stable	unstable
-0.04327947767698979	-0.030347890451517395	unstable	stable	unstable
-0.04327947767698979	-0.02926403722110606	unstable	stable	unstable
-0.04327947767698979	-0.028180183990694725	unstable	stable	unstable
-0.04327947767698979	-0.02709633076028339	unstable	stable	unstable
-0.04327947767698979	-0.026012477529872055	unstable	stable	unstable
-0.04327947767698979	-0.02492862429946072	unstable	stable	unstable
-0.04327947767698979	-0.023844771069049385	unstable	stable	unstable
-0.04327947767698979	-0.022760917838638046	unstable	stable	unstable
-0.04327947767698979	-0.021677064608226715	unstable	stable	unstable
-0.04327947767698979	-0.020593211377815376	unstable	stable	unstable
-0.04327947767698979	-0.019509358147404045	unstable	stable	unstable
-0.04327947767698979	-0.018425504916992706	unstable	stable	unstable
-0.04327947767698979	-0.017341651686581368	unstable	stable	unstable
-0.04327947767698979	-0.016257798456170036	unstable	stable	unstable
-0.04327947767698979	-0.015173945225758698	unstable	stable	unstable
-0.04327947767698979	-0.014090091995347366	unstable	stable	unstable
-0.04327947767698979	-0.013006238764936028	unstable	stable	unstable
-0.04327947767698979	-0.011922385534524696	unstable	stable	unstable
-0.04327947767698979	-0.010838532304113357	unstable	stable	unstable
-0.04327947767698979	-0.009754679073702026	unstable	stable	unstable
-0.04327947767698979	-0.008670825843290687	unstable	stable	unstable
-0.04327947767698979	-0.007586972612879349	unstable	stable	unstable
-0.04327947767698979	-0.006503119382468017	unstable	stable	unstable
-0.04327947767698979	-0.005419266152056679	unstable	stable	unstable
-0.04327947767698979	-0.004335412921645347	unstable	stable	unstable
-0.04327947767698979	-0.0032515596912340086	unstable	stable	unstable
-0.04327947767698979	-0.002167706460822677	unstable	stable	unstable
-0.04327947767698979	-0.0010838532304113385	unstable	stable	unstable
-0.04327947767698979	0.0	unstable	stable	unstable
-0.04327947767698979	0.0010838532304113385	unstable	stable	unstable
-0.04327947767698979	0.002167706460822677	unstable	stable	unstable
-0.04327947767698979	0.0032515596912340156	unstable	stable	unstable
-0.04327947767698979	0.004335412921645354	unstable	stable	unstable
-0.04327947767698979	0.005419266152056693	unstable	stable	unstable
-0.04327947767698979	0.006503119382468031	unstable	stable	unstable
-0.04327947767698979	0.00758697261287937	unstable	stable	unstable
-0.04327947767698979	0.008670825843290708	unstable	stable	unstable
-0.04327947767698979	0.009754679073702047	unstable	stable	unstable
-0.04327947767698979	0.010838532304113385	unstable	stable	unstable
-0.04327947767698979	0.011922385534524724	unstable	stable	unstable
-0.04327947767698979	0.013006238764936062	unstable	stable	unstable
-0.04327947767698979	0.0140900919953474	unstable	stable	unstable
-0.04327947767698979	0.01517394522575874	unstable	stable	unstable
-0.04327947767698979	0.016257798456170078	unstable	stable	unstable
-0.04327947767698979	0.017341651686581416	unstable	stable	unstable
-0.04327947767698979	0.018425504916992755	unstable	stable	unstable
-0.04327947767698979	0.019509358147404093	unstable	stable	unstable
-0.04327947767698979	0.020593211377815432	unstable	stable	unstable
-0.04327947767698979	0.02167706460822677	unstable	stable	unstable
-0.04327947767698979	0.02276091783863811	unstable	stable	unstable
-0.04327947767698979	0.023844771069049447	unstable	stable	unstable
-0.04327947767698979	0.024928624299460786	unstable	stable	unstable
-0.04327947767698979	0.026012477529872124	unstable	stable	unstable
-0.04327947767698979	0.027096330760283463	unstable	stable	unstable
-0.04411177532462421	-0.05419266152056678	stable	stable	unstable
-0.04411177532462421	-0.05527651475097812	stable	stable	unstable
-0.04411177532462421	-0.05636036798138946	stable	stable	unstable
-0.04411177532462421	-0.057444221211800796	stable	stable	unstable
-0.04411177532462421	-0.058528074442212134	stable	stable	unstable
-0.04411177532462421	-0.05961192767262347	stable	stable	unstable
-0.04411177532462421	-0.06069578090303481	stable	stable	unstable
-0.04411177532462421	-0.06177963413344615	stable	stable	unstable
-0.04411177532462421	-0.0628634873638575	stable	stable	unstable
-0.04411177532462421	-0.06394734059426882	stable	stable	unstable
-0.04411177532462421	-0.06503119382468017	stable	stable	unstable
-0.04411177532462421	-0.0661150470550915	stable	stable	unstable
-0.04411177532462421	-0.06719890028550285	stable	stable	unstable
-0.04411177532462421	-0.06828275351591417	stable	stable	unstable
-0.04411177532462421	-0.06936660674632553	stable	stable	unstable
-0.04411177532462421	-0.07045045997673685	stable	stable	unstable
-0.04411177532462421	-0.0715343132071482	stable	stable	unstable
-0.04411177532462421	-0.07261816643755953	stable	stable	unstable
-0.04411177532462421	-0.07370201966797088	stable	stable	unstable
-0.04411177532462421	-0.0747858728983822	stable	stable	unstable
-0.04411177532462421	-0.07586972612879356	stable	stable	unstable
-0.04411177532462421	-0.07695357935920488	stable	stable	unstable
-0.04411177532462421	-0.07803743258961623	stable	stable	unstable
-0.04411177532462421	-0.07912128582002756	stable	stable	unstable
-0.04411177532462421	-0.08020513905043891	stable	stable	unstable
-0.04411177532462421	-0.05310880829015544	stable	stable	unbounded
-0.04411177532462421	-0.0520249550597441	unstable	stable	unbounded
-0.04411177532462421	-0.05094110182933277	unstable	stable	unbounded
-0.04411177532462421	-0.04985724859892143	unstable	stable	unbounded
-0.04411177532462421	-0.0487733953685101	unstable	stable	unstable
-0.04411177532462421	-0.04768954213809876	unstable	stable	unstable
-0.04411177532462421	-0.04660568890768743	unstable	stable	unstable
-0.04411177532462421	-0.04552183567727609	unstable	stable	unstable
-0.04411177532462421	-0.044437982446864754	unstable	stable	unstable
-0.04411177532462421	-0.04335412921645342	unstable	stable	unstable
-0.04411177532462421	-0.04227027598604209	unstable	stable	unstable
-0.04411177532462421	-0.04118642275563075	unstable	stable	unstable
-0.04411177532462421	-0.040102569525219414	unstable	stable	unstable
-0.04411177532462421	-0.03901871629480808	unstable	stable	unstable
-0.04411177532462421	-0.037934863064396744	unstable	stable	unstable
-0.04411177532462421	-0.03685100983398541	unstable	stable	unstable
-0.04411177532462421	-0.035767156603574074	unstable	stable	unstable
-0.04411177532462421	-0.034683303373162735	unstable	stable	unstable
-0.04411177532462421	-0.033599450142751404	unstable	stable	unstable
-0.04411177532462421	-0.03251559691234007	unstable	stable	unstable
-0.04411177532462421	-0.031431743681928734	unstable	stable	unstable
-0.04411177532462421	-0.030347890451517395	unstable	stable	unstable
-0.04411177532462421	-0.02926403722110606	unstable	stable	unstable
-0.04411177532462421	-0.028180183990694725	unstable	stable	unstable
-0.04411177532462421	-0.02709633076028339	unstable	stable	unstable
-0.04411177532462421	-0.026012477529872055	unstable	stable	unstable
-0.04411177532462421	-0.02492862429946072	unstable	stable	unstable
-0.04411177532462421	-0.023844771069049385	unstable	stable	unstable
-0.04411177532462421	-0.022760917838638046	unstable	stable	unstable
-0.04411177532462421	-0.021677064608226715	unstable	stable	unstable
-0.04411177532462421	-0.020593211377815376	unstable	stable	unstable
-0.04411177532462421	-0.019509358147404045	unstable	stable	unstable
-0.04411177532462421	-0.018425504916992706	unstable	stable	unstable
-0.04411177532462421	-0.017341651686581368	unstable	stable	unstable
-0.04411177532462421	-0.016257798456170036	unstable	stable	unstable
-0.04411177532462421	-0.015173945225758698	unstable	stable	unstable
-0.04411177532462421	-0.014090091995347366	unstable	stable	unstable
-0.04411177532462421	-0.013006238764936028	unstable	stable	unstable
-0.04411177532462421	-0.011922385534524696	unstable	stable	unstable
-0.04411177532462421	-0.010838532304113357	unstable	stable	unstable
-0.04411177532462421	-0.009754679073702026	unstable	stable	unstable
-0.04411177532462421	-0.008670825843290687	unstable	stable	unstable
-0.04411177532462421	-0.007586972612879349	unstable	stable	unstable
-0.04411177532462421	-0.006503119382468017	unstable	stable	unstable
-0.04411177532462421	-0.005419266152056679	unstable	stable	unstable
-0.04411177532462421	-0.004335412921645347	unstable	stable	unstable
-0.04411177532462421	-0.0032515596912340086	unstable	stable	unstable
-0.04411177532462421	-0.002167706460822677	unstable	stable	unstable
-0.04411177532462421	-0.0010838532304113385	unstable	stable	unstable
-0.04411177532462421	0.0	unstable	stable	unstable
-0.04411177532462421	0.0010838532304113385	unstable	stable	unstable
-0.04411177532462421	0.002167706460822677	unstable	stable	unstable
-0.04411177532462421	0.0032515596912340156	unstable	stable	unstable
-0.04411177532462421	0.004335412921645354	unstable	stable	unstable
-0.04411177532462421	0.005419266152056693	unstable	stable	unstable
-0.04411177532462421	0.006503119382468031	unstable	stable	unstable
-0.04411177532462421	0.00758697261287937	unstable	stable	unstable
-0.04411177532462421	0.008670825843290708	unstable	stable	unstable
-0.04411177532462421	0.009754679073702047	unstable	stable	unstable
-0.04411177532462421	0.010838532304113385	unstable	stable	unstable
-0.04411177532462421	0.011922385534524724	unstable	stable	unstable
-0.04411177532462421	0.013006238764936062	unstable	stable	unstable
-0.04411177532462421	0.0140900919953474	unstable	stable	unstable
-0.04411177532462421	0.01517394522575874	unstable	stable	unstable
-0.04411177532462421	0.016257798456170078	unstable	stable	unstable
-0.04411177532462421	0.017341651686581416	unstable	stable	unstable
-0.04411177532462421	0.018425504916992755	unstable	stable	unstable
-0.04411177532462421	0.019509358147404093	unstable	stable	unstable
-0.04411177532462421	0.020593211377815432	unstable	stable	unstable
-0.04411177532462421	0.02167706460822677	unstable	stable	unstable
-0.04411177532462421	0.02276091783863811	unstable	stable	unstable
-0.04411177532462421	0.023844771069049447	unstable	stable	unstable
-0.04411177532462421	0.024928624299460786	unstable	stable	unstable
-0.04411177532462421	0.026012477529872124	unstable	stable	unstable
-0.04411177532462421	0.027096330760283463	unstable	stable	unstable
-0.04494407297225863	-0.05419266152056678	stable	stable	unstable
-0.04494407297225863	-0.05527651475097812	stable	stable	unstable
-0.04494407297225863	-0.05636036798138946	stable	stable	unstable
-0.04494407297225863	-0.057444221211800796	stable	stable	unstable
-0.04494407297225863	-0.058528074442212134	stable	stable	unstable
-0.04494407297225863	-0.05961192767262347	stable	stable	unstable
-0.04494407297225863	-0.06069578090303481	stable	stable	unstable
-0.04494407297225863	-0.06177963413344615	stable	stable	unstable
-0.04494407297225863	-0.0628634873638575	stable	stable	unstable
-0.04494407297225863	-0.06394734059426882	stable	stable	unstable
-0.04494407297225863	-0.06503119382468017	stable	stable	unstable
-0.04494407297225863	-0.0661150470550915	stable	stable	unstable
-0.04494407297225863	-0.06719890028550285	stable	stable	unstable
-0.04494407297225863	-0.06828275351591417	stable	stable	unstable
-0.04494407297225863	-0.06936660674632553	stable	stable	unstable
-0.04494407297225863	-0.07045045997673685	stable	stable	unstable
-0.04494407297225863	-0.0715343132071482	stable	stable	unstable
-0.04494407297225863	-0.07261816643755953	stable	stable	unstable
-0.04494407297225863	-0.07370201966797088	stable	stable	unstable
-0.04494407297225863	-0.0747858728983822	stable	stable	unstable
-0.04494407297225863	-0.07586972612879356	stable	stable	unstable
-0.04494407297225863	-0.07695357935920488	stable	stable	unstable
-0.04494407297225863	-0.07803743258961623	stable	stable	unstable
-0.04494407297225863	-0.07912128582002756	stable	stable	unstable
-0.04494407297225863	-0.08020513905043891	stable	stable	unstable
-0.04494407297225863	-0.05310880829015544	stable	stable	unbounded
-0.04494407297225863	-0.0520249550597441	unstable	stable	unbounded
-0.04494407297225863	-0.05094110182933277	unstable	stable	unbounded
-0.04494407297225863	-0.04985724859892143	unstable	stable	unbounded
-0.04494407297225863	-0.0487733953685101	unstable	stable	unbounded
-0.04494407297225863	-0.04768954213809876	unstable	stable	unstable
-0.04494407297225863	-0.04660568890768743	unstable	stable	unstable
-0.04494407297225863	-0.04552183567727609	unstable	stable	unstable
-0.04494407297225863	-0.044437982446864754	unstable	stable	unstable
-0.04494407297225863	-0.04335412921645342	unstable	stable	unstable
-0.04494407297225863	-0.04227027598604209	unstable	stable	unstable
-0.04494407297225863	-0.04118642275563075	unstable	stable	unstable
-0.04494407297225863	-0.040102569525219414	unstable	stable	unstable
-0.04494407297225863	-0.03901871629480808	unstable	stable	unstable
-0.04494407297225863	-0.037934863064396744	unstable	stable	unstable
-0.04494407297225863	-0.03685100983398541	unstable	stable	unstable
-0.04494407297225863	-0.035767156603574074	unstable	stable	unstable
-0.04494407297225863	-0.034683303373162735	unstable	stable	unstable
-0.04494407297225863	-0.033599450142751404	unstable	stable	unstable
-0.04494407297225863	-0.03251559691234007	unstable	stable	unstable
-0.04494407297225863	-0.031431743681928734	unstable	stable	unstable
-0.04494407297225863	-0.030347890451517395	unstable	stable	unstable
-0.04494407297225863	-0.02926403722110606	unstable	stable	unstable
-0.04494407297225863	-0.028180183990694725	unstable	stable	unstable
-0.04494407297225863	-0.02709633076028339	unstable	stable	unstable
-0.04494407297225863	-0.026012477529872055	unstable	stable	unstable
-0.04494407297225863	-0.02492862429946072	unstable	stable	unstable
-0.04494407297225863	-0.023844771069049385	unstable	stable	unstable
-0.04494407297225863	-0.022760917838638046	unstable	stable	unstable
-0.04494407297225863	-0.021677064608226715	unstable	stable	unstable
